School,Conference,Year,Team_Record,Conference_Champ,End_of_Year_AP_Rank,Total_Players,Underclassmen,Upperclassmen,Pct_Non_Transfers,Total_Transfers_Incoming,Pct_Transfers
Rutgers,Big Ten,2025,5-7,TBD,N/A,133,63,70,85.71428571428572,19.0,14.285714285714285
SE Louisiana,Southland,2022,9-4,TBD,N/A,107,40,65,99.06542056074768,1.0,0.9345794392523364
SE Louisiana,Southland,2023,3-8,TBD,N/A,49,16,31,95.91836734693878,2.0,4.081632653061225
SE Louisiana,Southland,2024,7-5,TBD,N/A,49,18,24,97.95918367346938,1.0,2.0408163265306123
SE Louisiana,Southland,2025,9-4,TBD,N/A,101,55,45,100.0,0.0,0.0
SMU,American Athletic,2022,7-6,TBD,N/A,132,35,97,87.87878787878788,16.0,12.12121212121212
SMU,American Athletic,2023,11-3,TBD,25,126,39,86,79.36507936507937,26.0,20.634920634920636
SMU,ACC,2024,11-3,TBD,12,126,55,70,84.12698412698413,20.0,15.873015873015872
SMU,ACC,2025,9-4,TBD,N/A,118,68,49,83.05084745762713,20.0,16.94915254237288
Sacramento State,Big Sky,2022,12-1,TBD,N/A,115,44,71,98.2608695652174,2.0,1.7391304347826086
Sacramento State,Big Sky,2023,8-5,TBD,N/A,47,14,31,97.87234042553192,1.0,2.127659574468085
Sacramento State,Big Sky,2024,3-9,TBD,N/A,59,24,26,86.4406779661017,8.0,13.559322033898304
Sacramento State,Big Sky,2025,7-5,TBD,N/A,112,53,59,65.17857142857143,39.0,34.82142857142857
Sacred Heart,NEC,2022,5-6,TBD,N/A,159,53,106,100.0,0.0,0.0
Sacred Heart,NEC,2023,2-9,TBD,N/A,40,2,36,100.0,0.0,0.0
Sacred Heart,FCS Independents,2024,5-6,TBD,N/A,36,2,30,94.44444444444444,2.0,5.555555555555555
Sacred Heart,FCS Independents,2025,8-4,TBD,N/A,150,73,77,99.33333333333331,1.0,0.6666666666666667
Saginaw Valley State,GLIAC,2025,6-5,TBD,N/A,16,1,1,93.75,1.0,6.25
Sam Houston,Western Athletic,2022,5-4,TBD,N/A,115,38,76,87.82608695652173,14.0,12.173913043478262
Sam Houston,Conference USA,2023,3-9,TBD,N/A,113,36,75,95.57522123893806,5.0,4.424778761061947
Sam Houston,Conference USA,2024,10-3,TBD,N/A,118,47,70,89.83050847457628,12.0,10.16949152542373
Sam Houston,Conference USA,2025,2-10,TBD,N/A,105,49,56,75.23809523809524,26.0,24.761904761904763
Samford,Southern,2022,11-2,TBD,N/A,121,49,71,96.69421487603306,4.0,3.3057851239669422
Samford,Southern,2023,6-5,TBD,N/A,55,18,33,98.1818181818182,1.0,1.818181818181818
Samford,Southern,2024,4-7,TBD,N/A,55,17,35,87.27272727272728,7.0,12.727272727272728
Samford,Southern,2025,1-11,TBD,N/A,108,72,36,89.81481481481481,11.0,10.185185185185183
San Diego,Pioneer,2022,5-5,TBD,N/A,99,38,61,97.97979797979798,2.0,2.0202020202020203
San Diego,Pioneer,2023,4-7,TBD,N/A,36,6,27,100.0,0.0,0.0
San Diego,Pioneer,2024,8-3,TBD,N/A,33,10,21,90.9090909090909,3.0,9.090909090909092
San Diego,Pioneer,2025,8-4,TBD,N/A,107,61,46,96.26168224299066,4.0,3.738317757009345
San Diego State,Mountain West,2022,7-6,TBD,N/A,117,33,84,94.87179487179488,6.0,5.128205128205128
San Diego State,Mountain West,2023,4-8,TBD,N/A,110,31,79,95.45454545454544,5.0,4.545454545454546
San Diego State,Mountain West,2024,3-9,TBD,N/A,109,38,71,77.98165137614679,24.0,22.01834862385321
San Diego State,Mountain West,2025,9-4,TBD,N/A,105,46,59,81.9047619047619,19.0,18.09523809523809
San José State,Mountain West,2022,7-5,TBD,N/A,106,25,81,92.45283018867924,8.0,7.547169811320755
San José State,Mountain West,2023,7-6,TBD,N/A,107,31,76,93.45794392523364,7.0,6.5420560747663545
San José State,Mountain West,2024,7-6,TBD,N/A,106,39,66,86.79245283018868,14.0,13.20754716981132
San José State,Mountain West,2025,3-9,TBD,N/A,103,50,53,87.37864077669903,13.0,12.62135922330097
Savannah St,SIAC,2023,2-8,TBD,N/A,11,0,0,100.0,0.0,0.0
Savannah St,SIAC,2024,5-5,TBD,N/A,15,1,3,100.0,0.0,0.0
Savannah St,SIAC,2025,4-6,TBD,N/A,22,2,0,90.9090909090909,2.0,9.090909090909092
Shorter,Gulf South,2023,3-8,TBD,N/A,15,0,2,100.0,0.0,0.0
Shorter,Gulf South,2024,3-5,TBD,N/A,14,0,0,100.0,0.0,0.0
Sioux Falls,Northern Sun,2024,8-3,TBD,N/A,15,1,0,100.0,0.0,0.0
South Alabama,Sun Belt,2022,10-3,TBD,N/A,115,24,91,86.95652173913044,15.0,13.043478260869565
South Alabama,Sun Belt,2023,7-6,TBD,N/A,119,32,86,92.43697478991596,9.0,7.563025210084033
South Alabama,Sun Belt,2024,7-6,TBD,N/A,122,60,62,87.70491803278688,15.0,12.295081967213116
South Alabama,Sun Belt,2025,4-8,TBD,N/A,117,72,44,80.34188034188034,23.0,19.65811965811966
South Carolina,SEC,2022,8-5,TBD,N/A,119,17,102,91.5966386554622,10.0,8.403361344537815
South Carolina,SEC,2023,5-7,TBD,N/A,116,29,87,91.3793103448276,10.0,8.620689655172415
South Carolina,SEC,2024,9-4,TBD,14,120,45,75,81.66666666666667,22.0,18.33333333333333
South Carolina,SEC,2025,4-8,TBD,N/A,114,66,48,84.21052631578948,18.0,15.789473684210526
South Carolina State,MEAC,2022,3-8,TBD,N/A,93,52,38,100.0,0.0,0.0
South Carolina State,MEAC,2023,5-6,TBD,N/A,58,22,18,100.0,0.0,0.0
South Carolina State,MEAC,2024,9-3,TBD,N/A,48,17,16,97.91666666666669,1.0,2.083333333333333
South Carolina State,MEAC,2025,10-3,TBD,N/A,58,15,18,91.3793103448276,5.0,8.620689655172415
South Dakota,MVFC,2022,3-8,TBD,N/A,110,56,54,97.27272727272728,3.0,2.727272727272727
South Dakota,MVFC,2023,10-3,TBD,N/A,41,19,20,100.0,0.0,0.0
South Dakota,MVFC,2024,11-3,TBD,N/A,43,18,24,93.02325581395348,3.0,6.976744186046512
South Dakota,MVFC,2025,10-5,TBD,N/A,101,64,37,88.11881188118812,12.0,11.88118811881188
South Dakota State,MVFC,2022,14-1,TBD,N/A,92,31,61,98.91304347826087,1.0,1.0869565217391304
South Dakota State,MVFC,2023,15-0,TBD,N/A,34,7,26,97.05882352941175,1.0,2.941176470588235
South Dakota State,MVFC,2024,12-3,TBD,N/A,56,17,36,96.42857142857144,2.0,3.571428571428571
South Dakota State,MVFC,2025,9-5,TBD,N/A,121,76,45,89.25619834710744,13.0,10.743801652892564
South Florida,American Athletic,2022,1-11,TBD,N/A,120,28,90,86.66666666666667,16.0,13.333333333333334
South Florida,American Athletic,2023,7-6,TBD,N/A,117,28,88,83.76068376068376,19.0,16.23931623931624
South Florida,American Athletic,2024,7-6,TBD,N/A,134,51,78,89.55223880597015,14.0,10.44776119402985
South Florida,American Athletic,2025,9-4,TBD,N/A,118,58,60,80.50847457627118,23.0,19.491525423728813
Southeast Missouri State,OVC,2022,9-3,TBD,N/A,107,38,69,100.0,0.0,0.0
Southeast Missouri State,Big South-OVC,2023,4-7,TBD,N/A,41,10,28,100.0,0.0,0.0
Southeast Missouri State,Big South-OVC,2024,9-4,TBD,N/A,47,11,30,93.61702127659576,3.0,6.382978723404255
Southeast Missouri State,Big South-OVC,2025,4-8,TBD,N/A,105,48,55,95.23809523809524,5.0,4.761904761904762
Southern,SWAC,2022,7-5,TBD,N/A,114,61,49,98.24561403508773,2.0,1.7543859649122806
Southern,SWAC,2023,6-5,TBD,N/A,38,15,13,100.0,0.0,0.0
Southern,SWAC,2024,8-5,TBD,N/A,39,18,3,89.74358974358975,4.0,10.256410256410255
Southern,SWAC,2025,2-10,TBD,N/A,51,12,1,96.07843137254902,2.0,3.92156862745098
Southern Connecticut State,Northeast 10,2022,3-8,TBD,N/A,17,0,1,100.0,0.0,0.0
Southern Connecticut State,Northeast 10,2025,4-6,TBD,N/A,13,1,0,100.0,0.0,0.0
Southern Illinois,MVFC,2022,5-6,TBD,N/A,119,55,64,94.95798319327731,6.0,5.042016806722689
Southern Illinois,MVFC,2023,8-5,TBD,N/A,49,14,32,95.91836734693878,2.0,4.081632653061225
Southern Illinois,MVFC,2024,4-8,TBD,N/A,51,17,28,88.23529411764706,6.0,11.76470588235294
Southern Illinois,MVFC,2025,7-5,TBD,N/A,109,65,44,97.24770642201835,3.0,2.752293577981652
Southern Miss,Sun Belt,2022,7-6,TBD,N/A,115,32,83,90.43478260869566,11.0,9.565217391304348
Southern Miss,Sun Belt,2023,3-9,TBD,N/A,108,36,72,92.5925925925926,8.0,7.4074074074074066
Southern Miss,Sun Belt,2024,1-11,TBD,N/A,115,49,66,85.21739130434783,17.0,14.782608695652174
Southern Miss,Sun Belt,2025,7-6,TBD,N/A,111,54,55,53.15315315315316,52.0,46.84684684684685
Southern Utah,Western Athletic,2022,5-6,TBD,N/A,117,54,61,99.14529914529916,1.0,0.8547008547008548
Southern Utah,UAC,2023,6-5,TBD,N/A,49,13,22,97.95918367346938,1.0,2.0408163265306123
Southern Utah,UAC,2024,7-5,TBD,N/A,54,21,24,92.5925925925926,4.0,7.4074074074074066
Southern Utah,UAC,2025,7-5,TBD,N/A,117,67,49,94.01709401709402,7.0,5.982905982905983
Southwest Baptist,Great Lakes,2022,6-5,TBD,N/A,13,0,0,100.0,0.0,0.0
Southwest Baptist,Great Lakes,2023,4-7,TBD,N/A,14,0,0,100.0,0.0,0.0
Southwest Minnesota State,Northern Sun,2023,2-9,TBD,N/A,14,0,0,100.0,0.0,0.0
St. Anselm,Northeast 10,2024,5-5,TBD,N/A,13,0,1,100.0,0.0,0.0
St. Anselm,Northeast 10,2025,5-5,TBD,N/A,15,0,0,100.0,0.0,0.0
St. Francis (PA),NEC,2022,9-3,TBD,N/A,118,68,50,100.0,0.0,0.0
St. Francis (PA),NEC,2023,4-6,TBD,N/A,47,19,23,100.0,0.0,0.0
St. Francis (PA),NEC,2024,4-7,TBD,N/A,50,21,19,100.0,0.0,0.0
St. Francis (PA),NEC,2025,0-11,TBD,N/A,110,81,21,100.0,0.0,0.0
St. Thomas (MN),Pioneer,2022,10-1,TBD,N/A,114,47,67,100.0,0.0,0.0
St. Thomas (MN),Pioneer,2023,8-3,TBD,N/A,40,14,22,100.0,0.0,0.0
St. Thomas (MN),Pioneer,2024,6-6,TBD,N/A,39,13,24,100.0,0.0,0.0
St. Thomas (MN),Pioneer,2025,7-5,TBD,N/A,114,70,44,100.0,0.0,0.0
St. Thomas University (Fl),,2022,,,,13,0,3,100.0,0.0,0.0
St. Thomas University (Fl),,2023,,,,9,0,2,100.0,0.0,0.0
Stanford,Pac-12,2022,3-9,TBD,N/A,109,19,90,99.08256880733946,1.0,0.9174311926605504
Stanford,Pac-12,2023,3-9,TBD,N/A,106,17,89,96.22641509433964,4.0,3.7735849056603774
Stanford,ACC,2024,3-9,TBD,N/A,109,41,68,96.3302752293578,4.0,3.669724770642202
Stanford,ACC,2025,4-8,TBD,N/A,108,58,50,84.25925925925927,17.0,15.74074074074074
Stephen F. Austin,Western Athletic,2022,6-5,TBD,N/A,108,58,49,98.14814814814817,2.0,1.851851851851852
Stephen F. Austin,UAC,2023,3-8,TBD,N/A,64,22,24,95.3125,3.0,4.6875
Stephen F. Austin,Southland,2024,7-5,TBD,N/A,54,25,18,72.22222222222223,15.0,27.77777777777778
Stephen F. Austin,Southland,2025,11-3,TBD,N/A,135,75,58,92.5925925925926,10.0,7.4074074074074066
Stetson,Pioneer,2022,4-6,TBD,N/A,113,70,43,99.1150442477876,1.0,0.8849557522123894
Stetson,Pioneer,2023,3-8,TBD,N/A,36,14,17,100.0,0.0,0.0
Stetson,Pioneer,2024,2-9,TBD,N/A,39,30,9,94.87179487179488,2.0,5.128205128205128
Stetson,Pioneer,2025,3-9,TBD,N/A,127,104,10,98.4251968503937,2.0,1.574803149606299
Stonehill,NEC,2022,4-5,TBD,N/A,113,29,84,100.0,0.0,0.0
Stonehill,NEC,2023,5-5,TBD,N/A,38,5,30,100.0,0.0,0.0
Stonehill,NEC,2024,1-10,TBD,N/A,35,8,24,100.0,0.0,0.0
Stonehill,NEC,2025,4-8,TBD,N/A,124,69,55,100.0,0.0,0.0
Stony Brook,CAA,2022,2-9,TBD,N/A,117,47,69,99.14529914529916,1.0,0.8547008547008548
Stony Brook,CAA,2023,0-10,TBD,N/A,42,11,29,83.33333333333334,7.0,16.666666666666664
Stony Brook,CAA,2024,8-4,TBD,N/A,44,14,28,97.72727272727272,1.0,2.272727272727273
Stony Brook,CAA,2025,6-6,TBD,N/A,100,52,48,96.0,4.0,4.0
Sul Ross State,Lone Star,2025,0-11,TBD,N/A,15,1,0,100.0,0.0,0.0
Syracuse,ACC,2022,7-6,TBD,22,108,33,75,91.66666666666669,9.0,8.333333333333332
Syracuse,ACC,2023,6-7,TBD,N/A,111,32,77,91.89189189189187,9.0,8.108108108108109
Syracuse,ACC,2024,10-3,TBD,22,107,42,65,82.24299065420561,19.0,17.75700934579439
Syracuse,ACC,2025,3-9,TBD,N/A,127,83,42,87.4015748031496,16.0,12.598425196850393
TCU,Big 12,2022,13-2,TBD,17,135,21,114,89.62962962962963,14.0,10.37037037037037
TCU,Big 12,2023,5-7,TBD,N/A,127,34,93,89.76377952755905,13.0,10.236220472440944
TCU,Big 12,2024,9-4,TBD,N/A,129,55,74,82.17054263565892,23.0,17.829457364341085
TCU,Big 12,2025,9-4,TBD,25,117,67,50,90.5982905982906,11.0,9.401709401709402
Tarleton State,Western Athletic,2022,6-5,TBD,N/A,109,64,43,98.1651376146789,2.0,1.834862385321101
Tarleton State,UAC,2023,8-3,TBD,N/A,47,17,14,95.74468085106383,2.0,4.25531914893617
Tarleton State,UAC,2024,10-4,TBD,N/A,52,26,4,96.15384615384616,2.0,3.8461538461538463
Tarleton State,UAC,2025,12-2,TBD,N/A,58,25,5,89.65517241379311,6.0,10.344827586206897
Taylor,,2022,,,,14,0,0,100.0,0.0,0.0
Taylor,,2023,,,,15,0,0,100.0,0.0,0.0
Temple,American Athletic,2022,3-9,TBD,N/A,114,31,83,89.47368421052632,12.0,10.526315789473683
Temple,American Athletic,2023,3-9,TBD,N/A,109,36,71,89.90825688073394,11.0,10.091743119266056
Temple,American Athletic,2024,3-9,TBD,N/A,115,49,63,86.95652173913044,15.0,13.043478260869565
Temple,American Athletic,2025,5-7,TBD,N/A,116,64,51,79.3103448275862,24.0,20.689655172413797
Tennessee,SEC,2022,11-2,TBD,8,125,9,116,93.6,8.0,6.4
Tennessee,SEC,2023,9-4,TBD,N/A,124,26,98,93.5483870967742,8.0,6.451612903225806
Tennessee,SEC,2024,10-3,TBD,7,123,51,72,92.6829268292683,9.0,7.317073170731707
Tennessee,SEC,2025,8-5,TBD,N/A,110,71,39,93.63636363636364,7.0,6.363636363636363
Tennessee State,OVC,2022,4-7,TBD,N/A,117,48,66,99.14529914529916,1.0,0.8547008547008548
Tennessee State,Big South-OVC,2023,6-5,TBD,N/A,47,15,26,97.87234042553192,1.0,2.127659574468085
Tennessee State,Big South-OVC,2024,9-4,TBD,N/A,34,10,21,67.64705882352942,11.0,32.35294117647059
Tennessee State,Big South-OVC,2025,2-10,TBD,N/A,101,69,31,88.11881188118812,12.0,11.88118811881188
Tennessee Tech,OVC,2022,4-7,TBD,N/A,109,53,56,99.08256880733946,1.0,0.9174311926605504
Tennessee Tech,Big South-OVC,2023,4-7,TBD,N/A,48,15,28,100.0,0.0,0.0
Tennessee Tech,Big South-OVC,2024,7-5,TBD,N/A,56,18,33,87.5,7.0,12.5
Tennessee Tech,Big South-OVC,2025,11-2,TBD,N/A,117,49,68,89.74358974358975,12.0,10.256410256410255
Texas,Big 12,2022,8-5,TBD,N/A,124,9,115,94.35483870967742,7.0,5.64516129032258
Texas,Big 12,2023,12-2,TBD,7,119,25,94,95.7983193277311,5.0,4.201680672268908
Texas,SEC,2024,13-3,TBD,4,117,45,72,91.45299145299144,10.0,8.547008547008547
Texas,SEC,2025,10-3,TBD,12,111,70,41,90.09009009009009,11.0,9.90990990990991
Texas A&M,SEC,2022,5-7,TBD,N/A,130,21,109,98.46153846153848,2.0,1.5384615384615383
Texas A&M,SEC,2023,7-6,TBD,N/A,133,28,105,90.22556390977444,13.0,9.774436090225564
Texas A&M,SEC,2024,8-5,TBD,N/A,142,55,87,81.69014084507042,26.0,18.30985915492958
Texas A&M,SEC,2025,11-2,TBD,8,133,74,59,90.22556390977444,13.0,9.774436090225564
Texas College,,2023,,,,11,0,0,100.0,0.0,0.0
Texas Southern,SWAC,2022,5-6,TBD,N/A,96,48,48,100.0,0.0,0.0
Texas Southern,SWAC,2023,3-8,TBD,N/A,61,24,30,96.72131147540983,2.0,3.278688524590164
Texas Southern,SWAC,2024,5-6,TBD,N/A,55,15,29,89.0909090909091,6.0,10.909090909090908
Texas Southern,SWAC,2025,6-5,TBD,N/A,70,21,27,94.28571428571428,4.0,5.714285714285714
Texas State,Sun Belt,2022,4-8,TBD,N/A,116,35,79,87.06896551724138,15.0,12.93103448275862
Texas State,Sun Belt,2023,8-5,TBD,N/A,126,38,83,70.63492063492063,37.0,29.365079365079367
Texas State,Sun Belt,2024,8-5,TBD,N/A,119,41,78,74.78991596638656,30.0,25.210084033613445
Texas State,Sun Belt,2025,7-6,TBD,N/A,112,61,51,69.64285714285714,34.0,30.35714285714285
Texas Tech,Big 12,2022,8-5,TBD,N/A,119,12,107,88.23529411764706,14.0,11.76470588235294
Texas Tech,Big 12,2023,7-6,TBD,N/A,122,32,88,94.2622950819672,7.0,5.737704918032787
Texas Tech,Big 12,2024,8-5,TBD,N/A,123,57,65,86.99186991869918,16.0,13.008130081300814
Texas Tech,Big 12,2025,12-2,TBD,7,111,62,49,81.08108108108108,21.0,18.91891891891892
Texas Wesleyan,,2025,,,,16,1,0,100.0,0.0,0.0
The Citadel,Southern,2022,4-7,TBD,N/A,115,56,59,99.1304347826087,1.0,0.8695652173913043
The Citadel,Southern,2023,0-11,TBD,N/A,54,14,33,100.0,0.0,0.0
The Citadel,Southern,2024,5-7,TBD,N/A,45,15,25,97.77777777777776,1.0,2.2222222222222223
The Citadel,Southern,2025,4-8,TBD,N/A,122,71,51,97.54098360655738,3.0,2.459016393442623
Thomas More College,Great Midwest Athletic,2025,1-10,TBD,N/A,19,2,0,100.0,0.0,0.0
Toledo,Mid-American,2022,9-5,TBD,N/A,100,21,79,93.0,7.0,7.000000000000001
Toledo,Mid-American,2023,11-3,TBD,23,118,36,82,97.45762711864408,3.0,2.5423728813559325
Toledo,Mid-American,2024,8-5,TBD,N/A,119,51,68,94.11764705882354,7.0,5.88235294117647
Toledo,Mid-American,2025,8-5,TBD,N/A,119,67,52,83.19327731092437,20.0,16.80672268907563
Towson,CAA,2022,6-5,TBD,N/A,105,42,63,97.14285714285714,3.0,2.857142857142857
Towson,CAA,2023,5-6,TBD,N/A,51,12,33,98.03921568627452,1.0,1.96078431372549
Towson,CAA,2024,7-5,TBD,N/A,44,15,24,93.1818181818182,3.0,6.8181818181818175
Towson,CAA,2025,6-6,TBD,N/A,106,65,41,93.39622641509432,7.0,6.60377358490566
Troy,Sun Belt,2022,12-2,TBD,N/A,124,29,95,95.96774193548389,5.0,4.032258064516129
Troy,Sun Belt,2023,11-3,TBD,N/A,119,35,84,93.27731092436974,8.0,6.722689075630252
Troy,Sun Belt,2024,4-8,TBD,N/A,121,50,71,91.73553719008264,10.0,8.264462809917356
Troy,Sun Belt,2025,8-6,TBD,N/A,107,52,55,96.26168224299066,4.0,3.738317757009345
Truman State,Great Lakes,2025,8-4,TBD,N/A,15,0,0,100.0,0.0,0.0
Tulane,American Athletic,2022,12-2,TBD,N/A,118,37,80,92.3728813559322,9.0,7.627118644067797
Tulane,American Athletic,2023,11-3,TBD,17,125,47,75,94.4,7.0,5.6000000000000005
Tulane,American Athletic,2024,9-5,TBD,N/A,120,53,67,81.66666666666667,22.0,18.33333333333333
Tulane,American Athletic,2025,11-3,TBD,18,117,78,39,74.35897435897436,30.0,25.64102564102564
Tulsa,American Athletic,2022,5-7,TBD,N/A,117,23,94,94.01709401709402,7.0,5.982905982905983
Tulsa,American Athletic,2023,4-8,TBD,N/A,121,38,81,93.38842975206612,8.0,6.6115702479338845
Tulsa,American Athletic,2024,3-9,TBD,N/A,124,66,56,90.3225806451613,12.0,9.67741935483871
Tulsa,American Athletic,2025,4-8,TBD,N/A,107,55,51,71.02803738317758,31.0,28.971962616822427
Tuskegee,SIAC,2022,8-3,TBD,N/A,15,2,2,93.33333333333331,1.0,6.666666666666667
Tuskegee,SIAC,2023,7-4,TBD,N/A,23,0,2,100.0,0.0,0.0
Tuskegee,SIAC,2024,5-6,TBD,N/A,22,1,1,100.0,0.0,0.0
Tuskegee,SIAC,2025,4-7,TBD,N/A,21,2,0,90.47619047619048,2.0,9.523809523809524
UAB,Conference USA,2022,7-6,TBD,N/A,124,34,90,98.38709677419357,2.0,1.6129032258064515
UAB,American Athletic,2023,4-8,TBD,N/A,117,42,75,94.01709401709402,7.0,5.982905982905983
UAB,American Athletic,2024,3-9,TBD,N/A,120,54,66,84.16666666666667,19.0,15.833333333333332
UAB,American Athletic,2025,4-8,TBD,N/A,106,58,48,72.64150943396227,29.0,27.358490566037734
UAlbany,CAA,2022,3-8,TBD,N/A,99,51,48,96.96969696969695,3.0,3.0303030303030303
UAlbany,CAA,2023,11-4,TBD,N/A,45,15,27,97.77777777777776,1.0,2.2222222222222223
UAlbany,CAA,2024,4-8,TBD,N/A,40,13,26,82.5,7.0,17.5
UAlbany,CAA,2025,2-10,TBD,N/A,99,47,52,100.0,0.0,0.0
UC Davis,Big Sky,2022,6-5,TBD,N/A,108,44,64,99.07407407407408,1.0,0.9259259259259258
UC Davis,Big Sky,2023,7-4,TBD,N/A,50,18,29,100.0,0.0,0.0
UC Davis,Big Sky,2024,11-3,TBD,N/A,44,17,25,97.72727272727272,1.0,2.272727272727273
UC Davis,Big Sky,2025,9-4,TBD,N/A,109,52,55,91.74311926605505,9.0,8.256880733944955
UCF,American Athletic,2022,9-5,TBD,N/A,116,12,104,87.93103448275862,14.0,12.06896551724138
UCF,Big 12,2023,6-7,TBD,N/A,122,26,95,85.24590163934427,18.0,14.754098360655735
UCF,Big 12,2024,4-8,TBD,N/A,119,41,76,78.99159663865547,25.0,21.008403361344534
UCF,Big 12,2025,5-7,TBD,N/A,112,52,60,66.07142857142857,38.0,33.92857142857143
UCLA,Pac-12,2022,9-4,TBD,18,113,8,105,88.49557522123894,13.0,11.50442477876106
UCLA,Pac-12,2023,8-5,TBD,N/A,124,32,92,88.70967741935485,14.0,11.29032258064516
UCLA,Big Ten,2024,5-7,TBD,N/A,120,41,79,82.5,21.0,17.5
UCLA,Big Ten,2025,3-9,TBD,N/A,107,58,49,71.96261682242991,30.0,28.03738317757009
UConn,FBS Independents,2022,6-7,TBD,N/A,102,16,86,91.17647058823528,9.0,8.823529411764707
UConn,FBS Independents,2023,3-9,TBD,N/A,112,32,80,89.28571428571429,12.0,10.714285714285714
UConn,FBS Independents,2024,9-4,TBD,N/A,112,49,62,78.57142857142857,24.0,21.428571428571427
UConn,FBS Independents,2025,9-4,TBD,N/A,118,68,50,80.50847457627118,23.0,19.491525423728813
UL Monroe,Sun Belt,2022,4-8,TBD,N/A,127,47,80,94.48818897637796,7.0,5.511811023622047
UL Monroe,Sun Belt,2023,2-10,TBD,N/A,116,36,77,93.96551724137932,7.0,6.0344827586206895
UL Monroe,Sun Belt,2024,5-7,TBD,N/A,122,44,78,86.88524590163934,16.0,13.114754098360656
UL Monroe,Sun Belt,2025,3-9,TBD,N/A,102,35,65,86.27450980392157,14.0,13.725490196078432
UNLV,Mountain West,2022,5-7,TBD,N/A,105,12,93,92.38095238095238,8.0,7.6190476190476195
UNLV,Mountain West,2023,9-5,TBD,N/A,110,21,89,91.8181818181818,9.0,8.181818181818182
UNLV,Mountain West,2024,11-3,TBD,24,115,43,70,83.47826086956522,19.0,16.52173913043478
UNLV,Mountain West,2025,10-4,TBD,N/A,110,54,56,63.63636363636363,40.0,36.36363636363637
USC,Pac-12,2022,11-3,TBD,6,110,8,102,81.81818181818181,20.0,18.181818181818183
USC,Pac-12,2023,8-5,TBD,N/A,110,18,92,85.45454545454545,16.0,14.545454545454543
USC,Big Ten,2024,7-6,TBD,N/A,106,40,66,84.90566037735849,16.0,15.09433962264151
USC,Big Ten,2025,9-4,TBD,20,114,71,43,86.84210526315789,15.0,13.157894736842104
UT Martin,OVC,2022,7-4,TBD,N/A,126,70,55,96.82539682539682,4.0,3.1746031746031744
UT Martin,Big South-OVC,2023,8-3,TBD,N/A,45,16,23,97.77777777777776,1.0,2.2222222222222223
UT Martin,Big South-OVC,2024,9-5,TBD,N/A,54,23,26,79.62962962962963,11.0,20.37037037037037
UT Martin,Big South-OVC,2025,6-6,TBD,N/A,122,63,57,93.44262295081968,8.0,6.557377049180328
UT Rio Grande Valley,Southland,2025,9-3,TBD,N/A,48,12,3,100.0,0.0,0.0
UTEP,Conference USA,2022,5-7,TBD,N/A,115,28,87,99.1304347826087,1.0,0.8695652173913043
UTEP,Conference USA,2023,3-9,TBD,N/A,122,40,82,98.36065573770492,2.0,1.639344262295082
UTEP,Conference USA,2024,3-9,TBD,N/A,111,47,62,75.67567567567568,27.0,24.324324324324326
UTEP,Conference USA,2025,2-10,TBD,N/A,120,68,52,78.33333333333333,26.0,21.666666666666668
UTSA,Conference USA,2022,11-3,TBD,N/A,112,16,96,91.96428571428572,9.0,8.035714285714286
UTSA,American Athletic,2023,9-4,TBD,N/A,115,29,85,93.04347826086956,8.0,6.956521739130435
UTSA,American Athletic,2024,7-6,TBD,N/A,119,41,77,87.39495798319328,15.0,12.605042016806722
UTSA,American Athletic,2025,7-6,TBD,N/A,120,61,59,83.33333333333334,20.0,16.666666666666664
UVA Wise,South Atlantic,2022,2-9,TBD,N/A,16,0,1,100.0,0.0,0.0
UVA Wise,South Atlantic,2024,4-6,TBD,N/A,12,2,0,100.0,0.0,0.0
University of Mount Union,Ohio,2022,14-1,TBD,N/A,12,0,0,100.0,0.0,0.0
Upper Iowa University,Great Lakes,2024,7-4,TBD,N/A,15,1,0,100.0,0.0,0.0
Upper Iowa University,Great Lakes,2025,9-3,TBD,N/A,15,1,0,93.33333333333331,1.0,6.666666666666667
Utah,Pac-12,2022,10-4,TBD,11,117,26,91,95.72649572649571,5.0,4.273504273504273
Utah,Pac-12,2023,8-5,TBD,N/A,122,38,84,92.62295081967213,9.0,7.377049180327869
Utah,Big 12,2024,5-7,TBD,N/A,110,42,67,90.0,11.0,10.0
Utah,Big 12,2025,11-2,TBD,14,116,77,39,81.89655172413794,21.0,18.103448275862068
Utah State,Mountain West,2022,6-7,TBD,N/A,106,26,80,92.45283018867924,8.0,7.547169811320755
Utah State,Mountain West,2023,6-7,TBD,N/A,111,37,74,93.69369369369367,7.0,6.306306306306306
Utah State,Mountain West,2024,4-8,TBD,N/A,108,36,72,81.48148148148148,20.0,18.51851851851852
Utah State,Mountain West,2025,6-7,TBD,N/A,109,61,48,77.98165137614679,24.0,22.01834862385321
Utah Tech,Western Athletic,2022,4-7,TBD,N/A,117,65,51,98.2905982905983,2.0,1.7094017094017095
Utah Tech,UAC,2023,2-9,TBD,N/A,42,18,19,100.0,0.0,0.0
Utah Tech,UAC,2024,1-11,TBD,N/A,50,21,23,84.0,8.0,16.0
Utah Tech,UAC,2025,2-10,TBD,N/A,109,64,45,91.74311926605505,9.0,8.256880733944955
VMI,Southern,2022,1-10,TBD,N/A,119,60,59,100.0,0.0,0.0
VMI,Southern,2023,5-6,TBD,N/A,40,16,22,100.0,0.0,0.0
